longitude,latitude
54.1914745,7.3468669
53.5584902,9.787741
53.8922902,11.3820851
53.1199492,8.5962053
52.5883849,8.0051776
52.5067614,13.2846511
52.4537218,11.8949104
51.4217403,6.5431113
51.9845126,10.753042
50.9267762,12.8962867
50.9253003,10.705079
50.5211504,7.8835069
49.9491344,6.1894333
49.3753385,6.6009239
48.6564092,7.8827576
48.9119814,10.2870888
